id,name,host_id,street,neighbourhood,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities_count,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,avg_availability
1417880,Center UW 2 beds large Quiet  (210),3074414,"Brooklyn Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,9,83.0,550.0,1650.0,150.0,55.0,1,15.0,3,1125,True,moderate,True,True,1.0
7245692,"Private bedroom & bathroom, parking",37938910,"11th Ave NE, Seattle, WA 98105, United States",N/A,98105,House,Private room,2,1.0,1,1,Real Bed,17,73.0,445.0,1390.0,-1.0,25.0,2,25.0,1,1125,True,flexible,True,True,0.8563356164383561
7153101,New Spacious Private Home UW Lake U,37461306,"7th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Townhouse,Entire home/apt,4,2.5,2,2,Real Bed,25,92.0,-1.0,-1.0,225.0,80.0,2,10.0,1,28,True,strict,True,True,0.7252853881278539
9014572,Cozy private room very close to UW,19381151,"16th Avenue Northeast, Seattle, WA 98105, United States",N/A,98105,Apartment,Private room,1,0.5,1,1,Real Bed,9,69.0,400.0,1400.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
585418,"Quiet Stay—UW, UDistrict, UVillage",2225735,"Ravenna Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Shared room,2,1.0,1,1,Futon,14,59.0,405.0,-1.0,-1.0,-1.0,1,26.0,1,10,True,moderate,True,True,0.6379566210045663
4484426,"2 Baths W/D,View,  Walk UW (402)",3074414,"Ravenna Avenue NE, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,6,2.0,2,2,Real Bed,13,145.0,1200.0,2995.0,250.0,90.0,2,20.0,1,1125,True,strict,True,True,1.0
3291777,Spacious and so close to UW (34),3074414,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,13,95.0,650.0,1850.0,100.0,60.0,1,12.0,2,1125,True,moderate,True,True,1.0
3096191,View Walk to UW Village 2B 2B (402),2911360,"Ravenna Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,6,2.0,2,2,Real Bed,11,150.0,950.0,2895.0,100.0,90.0,2,15.0,1,1125,True,strict,True,True,1.0
9865846,Cozy Duplex Near UW,22302229,"Roosevelt Way Northeast, Seattle, WA 98105, United States",N/A,98105,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,7,85.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.9840372907153729
6249536,Center UW Comfy  New kitchen 103,3074414,"Brooklyn Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,12,98.0,625.0,1695.0,150.0,60.0,1,15.0,2,1125,True,moderate,True,True,1.0
5744931,University District One Bedroom,16756919,"19th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,4,1.0,1,4,Real Bed,20,110.0,780.0,2400.0,300.0,60.0,1,10.0,2,1125,True,strict,True,True,1.0
8156764,UW Hacker House - 2nd flr 4p 1L,1243056,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,98105,House,Shared room,1,1.0,1,1,Real Bed,12,42.0,259.0,813.0,350.0,35.0,1,0.0,4,1125,True,strict,True,True,0.5690068493150685
3303857,"Cool, Fast WIFI walk to UW (14) ",3074414,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,12,95.0,675.0,1895.0,150.0,60.0,1,15.0,2,1125,True,strict,True,True,1.0
8155710,UW Hacker House - 2nd flr 4p 1U,1243056,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,98105,House,Shared room,1,1.0,1,1,Real Bed,12,42.0,259.0,813.0,350.0,35.0,1,0.0,4,1125,True,strict,True,True,1.0
3843706,Charming Ravenna Park / UW  3br 2ba,19811465,"Northeast 61st Street, Seattle, WA 98115, United States",Roosevelt,98115,House,Entire home/apt,5,2.0,3,3,Real Bed,15,250.0,1250.0,3500.0,800.0,120.0,1,0.0,3,1125,True,moderate,True,True,0.5824771689497716
8156860,UW Hacker House - 2nd flr 4p 2U,1243056,"Northeast 42nd Street, Seattle, WA 98105, United States",University District,98105,House,Shared room,1,1.0,1,1,Real Bed,12,42.0,259.0,813.0,350.0,35.0,1,0.0,4,1125,True,strict,True,True,1.0
9316399,Cozy and central in the U District,27711842,"15th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Private room,2,1.0,1,1,Real Bed,10,40.0,-1.0,-1.0,-1.0,5.0,1,0.0,1,1,True,flexible,True,True,0.8081811263318113
293890,"Cozy, Spacious 2 BD in Roosevelt",1520116,"11th Ave NE, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,4,1.0,2,3,Real Bed,7,80.0,450.0,1250.0,200.0,35.0,4,15.0,2,60,True,moderate,True,True,0.14657534246575343
7915432,Townhouse in the U-District,26389600,"16th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Townhouse,Shared room,2,1.5,1,2,Couch,13,40.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1,1125,True,flexible,True,True,1.0
7501583,Remodeled Craftsman in Seattle,38023946,"Northeast 56th Street, Seattle, WA 98105, United States",University District,98105,House,Entire home/apt,6,1.0,2,3,Real Bed,14,275.0,-1.0,-1.0,-1.0,75.0,1,0.0,1,1125,True,flexible,True,True,0.09520547945205479
10126050,Unfurnished Studio in GREAT locatio,41612343,"12th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,1,1.0,0,1,Airbed,8,47.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.44695585996955856
7807658,Top Floor Corner Apt-Downtown View,41099211,"Northeast 43rd Street, Seattle, WA 98105, United States",University District,98105,Apartment,Shared room,2,1.0,1,2,Real Bed,14,118.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
1589461,Hardwood Clean Quiet Walk to UW (52,3074414,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,14,105.0,695.0,1895.0,150.0,60.0,1,15.0,3,1125,True,strict,True,True,1.0
9303530,2 Ba/2 Br Fast Wifi Walk to UW (35),2911360,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,Apartment,Entire home/apt,6,2.0,2,3,Real Bed,17,150.0,900.0,2895.0,150.0,90.0,2,15.0,1,1125,True,moderate,True,True,1.0
7809718,University District Oasis!,601236,"11th Avenue Northeast, Seattle, WA 98105, United States",University District,98105,House,Entire home/apt,5,1.5,3,2,Real Bed,15,250.0,1100.0,-1.0,-1.0,100.0,1,0.0,2,1125,True,flexible,True,True,0.5504566210045663
140331,Metrobilly Retreat,683617,"33rd Ave E, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Private room,2,1.0,1,1,Real Bed,12,88.0,480.0,1800.0,-1.0,30.0,3,15.0,1,730,True,moderate,True,True,0.9972602739726028
9462315,Luxury bedroom in Madison Park,3240797,"31st Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Private room,2,1.0,1,1,Real Bed,12,139.0,600.0,1800.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
565703,Garden Apartment in Madison Valley,2781551,"East Thomas Street, Seattle, WA 98112, United States",Minor,98112,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,20,128.0,762.0,2688.0,100.0,10.0,3,25.0,2,90,True,flexible,True,True,0.6301560121765601
1147349,Cute Lower-Level 1 Bd. Apartment,6162459,"30th Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,12,110.0,-1.0,-1.0,-1.0,25.0,2,25.0,2,1125,True,strict,True,True,0.49060121765601217
7262358,Modern and Comfortable Suite,38014746,"McGilvra Boulevard East, Seattle, WA 98112, United States",Madison Park,98112,House,Entire home/apt,2,1.0,1,1,Real Bed,15,210.0,1300.0,3640.0,300.0,80.0,1,0.0,1,1125,True,strict,True,True,0.5690068493150685
723723,BAMBOO BUNGALOW ,3740695,"E Denny Way, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Entire home/apt,4,1.0,1,2,Real Bed,15,155.0,800.0,1850.0,300.0,70.0,2,40.0,20,120,True,strict,True,True,1.0
4757025,Charming and Private-AAA Location,8993600,"32nd Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Entire home/apt,4,1.0,2,2,Real Bed,16,168.0,1000.0,-1.0,250.0,45.0,4,20.0,1,1125,True,moderate,True,True,0.4513508371385083
3334052,Convenient E Capitol Hill Studio!,937951,"East Thomas Street, Seattle, WA 98112, United States",Minor,98112,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,19,62.0,450.0,-1.0,-1.0,50.0,1,0.0,2,10,True,strict,True,True,0.8390030441400305
7036707,Madison Valley Garden Cottage,33203690,"Martin Luther King Junior Way East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,19,80.0,450.0,1400.0,100.0,25.0,1,0.0,2,1125,True,strict,True,True,0.6658675799086757
5272327,Mini-apt Seattle w/ bkyard oasis!,828164,"29th Ave E, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,15,105.0,-1.0,-1.0,200.0,95.0,1,0.0,2,1125,True,strict,True,True,0.5714231354642314
3921664,Cozy Suite Near Capitol Hill & Lake,20314969,"31st Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Private room,4,1.0,1,2,Real Bed,19,50.0,-1.0,-1.0,95.0,10.0,2,15.0,1,14,True,moderate,True,True,0.7290334855403349
9974658,Bleu Papillon Room,3740695,"East Denny Way, Seattle, WA 98122, United States",Harrison/Denny-Blaine,98122,House,Private room,2,1.0,1,1,Real Bed,8,70.0,-1.0,-1.0,300.0,50.0,1,20.0,20,120,True,strict,True,True,0.6862442922374429
2727984,Classic Seattle,13960065,"East Florence Court, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Private room,1,1.0,1,1,Real Bed,7,165.0,-1.0,-1.0,250.0,-1.0,1,0.0,2,7,True,strict,True,True,0.14794520547945206
794633,Guest House in Madison Valley,2012892,"30th Avenue East, Seattle, WA 98112, United States",Harrison/Denny-Blaine,98112,House,Entire home/apt,2,1.0,1,1,Real Bed,21,79.0,-1.0,-1.0,-1.0,6.0,2,30.0,1,1125,True,strict,True,True,0.6363774733637747
3959442,"Modern Studio, Lovely Neighborhood",20519441,"15th Avenue, Seattle, WA 98122, United States",N/A,98122,Apartment,Entire home/apt,2,1.0,0,1,Real Bed,15,95.0,550.0,2000.0,-1.0,50.0,1,0.0,3,32,True,moderate,True,True,0.8376331811263318
6761267,Cherry Hill Carriage House,35396029,"East Jefferson Street, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,2,1.0,1,1,Real Bed,17,90.0,600.0,2300.0,-1.0,26.0,1,0.0,1,1125,True,moderate,True,True,0.7483257229832572
6824408,Home near downtown Seattle,5325813,"21st Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,8,2.5,3,3,Real Bed,16,380.0,-1.0,-1.0,300.0,100.0,4,40.0,3,28,True,strict,True,True,0.0
2526129,Central Seattle Home + Garden,12935059,"21st Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,8,3.0,4,4,Real Bed,13,225.0,1400.0,-1.0,500.0,150.0,4,0.0,3,29,True,strict,True,True,0.05821917808219178
7859906,Modern Room Close To All the Action,40861497,"c 13th Ave, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,9,60.0,400.0,1400.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.4729642313546423
9636248,Large 1B condo w/views Capitol Hill,22267748,"East Union Street, Seattle, WA 98122, United States",Minor,98122,Condominium,Entire home/apt,2,1.0,1,1,Real Bed,15,100.0,-1.0,-1.0,100.0,20.0,2,25.0,2,1125,True,flexible,True,True,0.9653348554033485
4623541,"Spacious 2BR/2.5 bath, gr8 location",23946949,"East Union Street, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,5,2.5,2,2,Real Bed,14,157.0,1000.0,2500.0,-1.0,100.0,5,60.0,2,1125,True,flexible,True,True,0.10684931506849316
1970725,"Private entrance, great location",10175895,"East Pine Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,5,110.0,-1.0,-1.0,-1.0,30.0,1,0.0,3,1125,True,strict,True,True,1.0
4418480,Be Close to Everything on The Hill,9929496,"East Union Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,12,150.0,1200.0,5200.0,-1.0,30.0,1,0.0,2,30,True,flexible,True,True,1.0
911001,Beautiful Town Home - Capitol Hill,1635606,"18th Avenue, Seattle, WA 98122, United States",Minor,98122,Townhouse,Entire home/apt,6,3.5,3,3,Real Bed,18,203.0,827.0,2999.0,750.0,140.0,1,0.0,7,120,True,moderate,True,True,0.4220700152207001
6670332,Peaceful home in S. Capitol Hill,20758898,"East Marion Street, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,5,1.0,1,2,Real Bed,24,145.0,1050.0,-1.0,-1.0,100.0,4,25.0,2,30,True,moderate,True,True,0.9322678843226788
1249060,1BR Apt w/ Kitchen & Huge Backyard,2575305,"16th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,3,1.0,1,1,Real Bed,11,85.0,-1.0,2600.0,250.0,83.0,2,35.0,1,70,True,strict,True,True,0.3263698630136986
1566487,Modern/Minimalist Apt next2 dwntown,8201710,"22nd Avenue South, Seattle, WA 98144, United States",Minor,98144,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,14,79.0,643.0,2268.0,300.0,70.0,2,20.0,1,1125,True,moderate,True,True,0.9361491628614916
9711153,Lovely Cottage; Heart of Seattle.,43229398,"18th Avenue, Seattle, WA 98122, United States",N/A,98122,Apartment,Shared room,1,1.0,1,1,Real Bed,1,40.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.3114535768645358
444221,Cozy Bedroom @ Cherry Hill House,2203746,"E Jefferson St, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,8,49.0,292.0,1029.0,100.0,5.0,1,5.0,1,1125,True,strict,True,True,0.5855022831050228
1018204,Back Cabin Loft @ Cherry Hill House,2203746,"East Jefferson Street, Seattle, WA 98122, United States",Minor,98122,Cabin,Private room,4,1.0,1,2,Real Bed,9,56.0,333.0,1176.0,100.0,5.0,1,5.0,1,30,True,strict,True,True,0.4106735159817352
4856986,Three Floors & Rooftop Deck Central,24986285,"East Terrace Street, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,7,2.5,3,4,Real Bed,12,330.0,1850.0,-1.0,300.0,75.0,6,25.0,1,1125,True,strict,True,True,0.09246575342465753
2130652,"Lovely 2BR Central, quiet, parking!",10870042,"21st Avenue, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,4,1.0,2,2,Real Bed,11,150.0,-1.0,-1.0,-1.0,40.0,2,10.0,2,1125,True,flexible,True,True,0.5318493150684932
5524530,Special Events Venue and Guesthouse,9555890,"19th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,8,3.0,4,4,Real Bed,15,350.0,-1.0,-1.0,200.0,120.0,1,0.0,1,14,True,strict,True,True,0.6565639269406394
9216874,Modern Central District Townhouse,28723135,"19th Avenue, Seattle, WA 98122, United States",Minor,98122,Townhouse,Entire home/apt,4,1.5,2,2,Real Bed,18,145.0,-1.0,-1.0,-1.0,60.0,4,60.0,2,1125,True,strict,True,True,0.03287671232876712
7971395,Nice Private bedroom Near Downtown,42063487,"East Spruce Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,10,67.0,480.0,-1.0,-1.0,18.0,2,0.0,1,1125,True,moderate,True,True,0.9958904109589041
2593263,Spring Street Center Room 2,8932486,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,3,2.0,1,1,Real Bed,11,69.0,500.0,-1.0,-1.0,-1.0,1,15.0,2,1125,True,moderate,True,True,0.9340943683409437
443580,Sweet Cabin @ the Cherry Hill House,2203746,"E Jefferson St, Seattle, WA 98122, United States",Minor,98122,Cabin,Private room,2,1.0,1,1,Real Bed,8,52.0,309.0,1092.0,100.0,5.0,1,5.0,1,365,True,strict,True,True,0.7241057838660578
1614502,"Artistic home, free parking",8594245,"20th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,15,75.0,-1.0,-1.0,-1.0,35.0,1,0.0,2,15,True,strict,True,True,1.0
4477426,Chef's Luxurious Townhouse,5680459,"18th Avenue, Seattle, WA 98122, United States",Minor,98122,Apartment,Private room,2,1.5,1,1,Real Bed,13,90.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,50,True,moderate,True,True,1.0
7648716,Central Dist King Bd & Ensuite Bath,24986285,"East Terrace Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,7,130.0,-1.0,-1.0,150.0,30.0,2,25.0,1,1125,True,strict,True,True,0.08972602739726028
9696912,Quietude near downtown w/ parking,3975133,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,16,65.0,-1.0,-1.0,-1.0,55.0,1,0.0,3,1125,True,moderate,True,True,0.8081811263318113
3585592,Urban Loft in Trendy Capitol Hill,15450521,"East Madison Street, Seattle, WA 98122, United States",Capitol Hill,98122,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,15,155.0,-1.0,-1.0,-1.0,25.0,1,0.0,1,1125,True,moderate,True,True,0.12602739726027398
3757858,Share - Geeks Paradise ,19196841,"East Marion Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Shared room,2,1.0,1,1,Real Bed,15,79.0,-1.0,-1.0,-1.0,-1.0,0,0.0,1,1125,True,flexible,True,True,0.9965753424657534
7219838,Residential Area Near Cap Hill,23270234,"East Jefferson Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Shared room,3,1.0,1,1,Airbed,13,60.0,-1.0,-1.0,-1.0,5.0,2,5.0,1,4,True,flexible,True,True,0.8081811263318113
6022715,The Thrifter Central District 2Bed,1459013,"19th Avenue, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,4,1.0,2,1,Real Bed,15,115.0,-1.0,-1.0,-1.0,-1.0,1,0.0,7,1125,True,flexible,True,True,0.16301369863013698
7685745,"Cozy Home near Stadiums, Downtown",14387226,"20th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,19,60.0,400.0,1600.0,-1.0,-1.0,1,10.0,2,1125,True,flexible,True,True,0.9521118721461188
4565370,The Reading Room at The Farmhouse,4349190,"East Fir Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,14,70.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,0.6953957382039574
4783817,Sunny Capitol Hill Room in 4plex,8570233,"18th Avenue, Seattle, WA 98122, United States",Minor,98122,Apartment,Private room,2,1.0,1,1,Real Bed,13,80.0,550.0,1650.0,550.0,35.0,1,0.0,2,29,True,flexible,True,True,0.8081811263318113
2593176,Spring Street Center Room 4,8932486,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,3,2.0,1,2,Real Bed,12,70.0,400.0,-1.0,-1.0,-1.0,2,25.0,2,1125,True,moderate,True,True,0.8383181126331811
3143227,Spring Street Center Room 1 ,8932486,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,1,2.0,1,1,Real Bed,11,55.0,325.0,1200.0,-1.0,-1.0,1,15.0,2,20,True,moderate,True,True,0.7911339421613395
1214306,Private Bed/bath in Home: green (A),3894778,"18th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.5,1,1,Real Bed,16,72.0,-1.0,-1.0,150.0,30.0,2,20.0,2,1125,True,strict,True,True,0.7467085235920852
9448215,Capital hill,48441443,"14th Ave, Seattle, WA 99
98122, United States",N/A,98122,House,Private room,2,1.0,1,1,Real Bed,1,67.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
9369481,Capital hilll Victorian,48441443,"14th Ave, Seattle, WA 98122, United States",N/A,98122,House,Private room,2,1.0,1,1,Real Bed,1,58.0,-1.0,-1.0,-1.0,-1.0,1,0.0,1,1125,True,flexible,True,True,1.0
3533224,Cozy Room in Seattle,8303342,"16th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.5,1,1,Real Bed,11,70.0,-1.0,-1.0,-1.0,15.0,1,10.0,1,1125,True,moderate,True,True,0.7765220700152207
443736,Private studio apartment with deck,2203746,"E Jefferson St, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,6,81.0,482.0,1701.0,200.0,5.0,2,10.0,1,365,True,strict,True,True,0.6650304414003044
6675927,Contemporary Urban - Master Bedroom,11346794,"23rd Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.5,1,1,Real Bed,16,58.0,-1.0,-1.0,-1.0,30.0,1,0.0,1,1125,True,flexible,True,True,0.6491248097412481
1772119," Cherry Hill Cozy, Budget Loft-Bed ",9555890,"19th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,2.0,1,1,Real Bed,15,58.0,430.0,-1.0,200.0,30.0,1,0.0,2,29,True,strict,True,True,0.7856354642313547
7808495,Near Seattle University on Cap Hill,1675559,"East Marion Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,1,1.0,1,1,Real Bed,11,100.0,700.0,-1.0,200.0,35.0,1,0.0,1,1125,True,moderate,True,True,0.0821917808219178
4539948,Cozy Private Loft Apt with Balcony,8200345,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,Loft,Entire home/apt,2,1.0,0,1,Real Bed,12,110.0,850.0,-1.0,-1.0,-1.0,0,0.0,2,1125,True,strict,True,True,0.10681126331811264
7768727,Perfect Escape in Heart of Seattle,40861497,"13th Avenue, Seattle, WA 98122, United States",Minor,98122,Townhouse,Private room,2,1.0,1,1,Real Bed,10,75.0,500.0,1600.0,-1.0,-1.0,1,0.0,2,1125,True,flexible,True,True,0.9361491628614916
769213,Private Garden Apt w/ Soaking Tub,4057441,"15th Ave, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,2,1.0,0,1,Pull-out Sofa,14,124.0,738.0,-1.0,-1.0,-1.0,1,0.0,3,7,True,strict,True,True,0.628748097412481
5328449,Spectacular View on Capitol Hill,1870462,"East Union Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,4,1.0,1,2,Real Bed,15,150.0,1000.0,3500.0,300.0,-1.0,2,20.0,2,1125,True,moderate,True,True,0.4982305936073059
1763809,Spring Street Center Room 3,8932486,"15th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,2.0,1,1,Real Bed,12,65.0,450.0,-1.0,-1.0,-1.0,1,15.0,2,29,True,moderate,True,True,0.6544330289193303
1499596,Architect award-winning modern home,273088,"19th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,6,2.0,2,2,Real Bed,15,225.0,-1.0,-1.0,-1.0,-1.0,1,0.0,2,1125,True,moderate,True,True,0.10199771689497716
4737727,Peaceful Room in Central Seattle,5365080,"22nd Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Futon,13,70.0,440.0,-1.0,-1.0,-1.0,1,0.0,12,1125,True,flexible,True,True,0.0
8242212,Beautiful modern retreat,1551432,"East Alder Street, Seattle, WA 98122, United States",N/A,98122,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,9,105.0,625.0,2550.0,200.0,60.0,1,0.0,1,1125,True,flexible,True,True,1.0
8186781,Charming Capitol Hill House.,16882707,"13th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,4,2.0,2,2,Real Bed,14,158.0,1250.0,3500.0,-1.0,60.0,2,25.0,2,90,True,moderate,True,True,0.7403158295281582
7229015,Private room/bath just for you!,37373833,"23rd Avenue, Seattle, WA 98122, United States",Minor,98122,Townhouse,Private room,2,1.0,1,1,Real Bed,10,69.0,499.0,1890.0,300.0,25.0,1,5.0,2,1125,True,strict,True,True,0.9680745814307459
5814207,Cozy Condo Close to Everything!,23259103,"14th Avenue, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,12,80.0,450.0,1500.0,-1.0,60.0,1,0.0,2,18,True,flexible,True,True,0.17534246575342466
2274086,Beautiful private Capitol Hill room,11610220,"East Spring Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Private room,2,1.0,1,2,Real Bed,17,99.0,-1.0,-1.0,-1.0,19.0,2,30.0,1,3,True,moderate,True,True,1.0
4387985,Cozy 2BD Seattle Home w/ Hot Tub,22737225,"East Marion Street, Seattle, WA 98122, United States",Minor,98122,House,Entire home/apt,6,1.0,2,3,Real Bed,14,165.0,-1.0,4800.0,250.0,60.0,4,20.0,2,1125,True,strict,True,True,0.8498477929984779
9909445,Seattle Studio Retreat,15438773,"East Barclay Court, Seattle, WA 98122, United States",Minor,98122,Bungalow,Entire home/apt,2,1.0,0,1,Real Bed,16,70.0,450.0,1500.0,250.0,15.0,1,0.0,1,1125,True,moderate,True,True,0.6964421613394216
7664899,2 private bedrooms in modern house,3521745,"E Alder St, Seattle, WA 98122, United States",N/A,98122,House,Private room,4,1.0,1,2,Real Bed,15,118.0,700.0,-1.0,500.0,100.0,2,75.0,1,1125,True,flexible,True,True,1.0
4773614,Charming 1 bedroom in Capitol Hill,2161126,"East Union Street, Seattle, WA 98122, United States",Minor,98122,Apartment,Entire home/apt,2,1.0,1,3,Real Bed,13,100.0,-1.0,-1.0,-1.0,-1.0,1,0.0,4,1125,True,flexible,True,True,0.3985730593607306
3946674,The Corner Room at The Farmhouse,4349190,"East Fir Street, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,13,90.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1,5,True,flexible,True,True,0.9736491628614916
8616488,Capitol Hill Pine St. 98 walk score,29755473,"East Pine Street, Seattle, WA 98122, United States",N/A,98122,Apartment,Entire home/apt,2,1.0,1,1,Real Bed,18,81.0,553.0,2350.0,100.0,65.0,1,0.0,1,1125,True,strict,True,True,0.05273972602739726
7518316,"Modern home, in Capitol Hill!",25084775,"E Columbia St, Seattle, WA 98122, United States",N/A,98122,Apartment,Entire home/apt,3,1.0,1,1,Real Bed,13,70.0,-1.0,-1.0,250.0,45.0,2,50.0,1,1125,True,moderate,True,True,0.5267313546423136
5259194,"Fun/Cool House on Cap Hill, Bdrm #1",27128557,"13th Avenue, Seattle, WA 98122, United States",Minor,98122,House,Private room,2,1.0,1,1,Real Bed,11,69.0,-1.0,-1.0,-1.0,25.0,0,0.0,1,1125,True,flexible,True,True,0.3127473363774734
